college_code	course_college_code	course_dept	course_no	course_title	credit_hours	description	source_course_key	source_files
COED	COED	EYED	403	Early Years Program Organization and Management	3	The course is designed to equip students with knowledge and skills of what is entailed to start-off (establish) and run a successful early years' school program. Hence, the course will explore administration, personnel, physical plant, financial planning and management, licensure, and curriculum, etc. in establishing and maintaining a successful early years' program. Furthermore, the course will expose students to other possible career pursuit in early years' education.	EYED403	ced_curriculum_2025.org
COAS	COAS	FOCO	101	Team Building and Mental Conditioning of Players; Planning Pre- Season Program	3	This course discusses reading the game, methods of coaching i.e. Observe and identify the technical and tactical demands of the game as they relate to the principles of the game. To prepare coaches to better recognize problems and solutions as they occur in games up to 7v7. Organize, develop and implement appropriate training sessions and offer correct technical and tactical guidance to players. Develop a better understanding of the responsibilities of coaching.	FOCO101	cas_curriculum_2025.org
COAS	COAS	FOCO	102	Management and Coaching	3	This course focuses on leadership skills, the ability to teach players how to do something, patience and the ability to remain calm in stressful situations, the ability to monitor your own performance and that of your colleagues, excellent verbal communication skills, knowledge of teaching and the ability to design courses, to be thorough and pay attention to detail, the ability to use your initiative, the management skills and motivational skills for success.	FOCO102	cas_curriculum_2025.org
COAS	COAS	FOCO	112	Teaching Soccer Skills and Games	3	This course organizes appropriate practices to improve a player's basic technique and decision, making ability to organize appropriate practices to improve a player's basic attacking and defensive awareness, integrate development practices throughout a training session, and demonstrate effective communication skills to facilitate a player's appropriate involvement within the practices course. It also include technique and Skill Practices 1 and 2, Basic Playing System Practices, attacking awareness practices, defensive awareness practices, set play awareness practices ,set play awareness in attack and defense, goalkeeper awareness practices and candidates practical evaluation and feedback.	FOCO112	cas_curriculum_2025.org
COAS	COAS	FOCO	121	Team Preparation for a Match and Development of Playing Styles	3	This course is to educate the coaches in the tactical and advanced technical requirements of team football and team management. The coaches will also be exposed to the demands of high-level performance through understanding of the physiological and psychological needs of the players. The course is designed to educate coaches in the advanced techniques and skills of the game and to develop an understanding	FOCO121	cas_curriculum_2025.org
COAS	COAS	FOCO	122	Principles of Play and Coaching	3	This course is designed to provide an intermediate level of coaching football (soccer) information, fundamentals, principles and management enablers for anyone who would coach and / or instruct intermediate football (soccer) skills, it is also design to provide entry-level information, fundamentals, principles, and management enablers for anyone who would coach and / or instruct basic Football (Soccer) skill	FOCO122	cas_curriculum_2025.org
COAS	COAS	FOCO	132	Sport Nutrition and First Aid	3	This course is designed to emphasize the importance of nutrition on the enhancement of performance and on the prevention of diseases, such as cardiovascular disease and obesity. It also focuses on Specific applications of nutrition and sport will also be examined. An investigation of the immediate assistance administered in the case of injury or sudden illness before the arrival of trained medical personnel. This course includes certification in Sport Safety first aid and CPR etc.	FOCO132	cas_curriculum_2025.org
COAS	COAS	FOCO	141	Match Observational Structure	3	This course discuses construction of attack, the play of the libero/ screening ,midfielder in attack development of midfield play Wing play, strikers play, attacking play -- ways to the goal counter attack, attacking play against compact defense, attacking play at set pieces -- corner-kicks and free-kicks, defense playing with a back four, defense playing with a back three, the art of midfield defending, forward players -- defending responsibilities, defending against wing play and crosses.	FOCO141	cas_curriculum_2025.org
COAS	COAS	FOCO	142	Programming in Sport	3	This course introduces students to information needed to successfully program for sport-oriented organizations. Students will chose and/or develop programs or events, flyers advertising the events, budgets, and help to run the events on or off campus. Students will be required to work at events outside of class time.	FOCO142	cas_curriculum_2025.org
COAS	COAS	FOCO	152	Introduction to Game Systems and Tactics	3	The course is designed to educate coaches in the advanced techniques and skills of the game and to develop an understanding of individual, group and team tactics, inherent in the playing of the game. The physical and mental requirements of players are also addressed. The development and use of possession.it also includes, individual attacking play, combination play, crossing the ball, scoring from crosses, goal scoring, defending skills: Individual and combined and team defending skills	FOCO152	cas_curriculum_2025.org
COAS	COAS	FOCO	201	Effective Communication and Organizing Individual Training and Coaching Sessions	3	The course is designed to educate coaches how to organize, direct and conduct youth coaching practices and is targeted mainly to develop the fundamental techniques, skill and understanding of youth players. It also includes teachings skills in dribbling passing and supporting play, controlling the ball, shooting, heading, defending, goalkeeping, attacking play, creative football, small-sided games.	FOCO201	cas_curriculum_2025.org
COAS	COAS	FOCO	202	Coaching Practicum --Micro	3	This is capstone course for coaching that applied all necessary knowledge, skills and methods of coaching to the experience through direct observation and participation with a sport team. It is structured as a class combined with site coaching experience. The student will be instructed theoretically by an instructor and supervised practically by a head coach of an assigned team.	FOCO202	cas_curriculum_2025.org
COAS	COAS	FOCO	211	Coaching Football (Primary Level)	3	This course is designed to provide semi-professional level information, fundamentals, principles, and management enablers for anyone who would coach and / or instruct semi-professional Football (Soccer) skills.	FOCO211	cas_curriculum_2025.org
COAS	COAS	FOCO	212	Coaching Football (Semi -- Pro)	3	This course is designed to provide semi-professional level information, fundamentals, principles, and management enablers for anyone who would coach and / or instruct semi-professional Football (Soccer) skills	FOCO212	cas_curriculum_2025.org
COAS	COAS	FOCO	221	Coaching Football (Intermediate Level)	3	This course is designed to provide an intermediate level of coaching football (soccer) information, fundamentals, principles and management enablers for anyone who would coach and / or instruct intermediate football (soccer) skills	FOCO221	cas_curriculum_2025.org
COAS	COAS	FOCO	222	Current Issues in Sport	3	This course is a senior seminar, which examines the current trends and issues in the sport industry. Extensive research of current texts and journal articles is required.	FOCO222	cas_curriculum_2025.org
COAS	COAS	FOCO	232	The Goalkeepers Psychological Approach to Training and Improve Technique to Game Awareness	3	This course Organize a development programs for goalkeepers, organize and implement advanced goalkeeper fitness sessions, organize and implement appropriate practices to improve a keeper's technique and decision-making ability, integrate field players and keeper skills. It also includes principles of goalkeeper coaching to provide candidates with the knowledge and competency to organize goalkeeper related practical and theory sessions to the youth level, understand the role of the goalkeeper and required skills conduct goalkeeper related warm up and stretching sessions. Organize a periodic training program for all ages, coach basic goalkeeper techniques analyses and correct problems in technique, coach game awareness and practical warm up and stretching routines technique.	FOCO232	cas_curriculum_2025.org
COAS	COAS	FRCR	001	Everyday French	3	This course aims to provide basic knowledge to learners. It prepares learners to handle simple everyday interactions that they will encounter in francophone countries as well as to introduce to some particularities. The course enable learners to link physical or abstract things to their names and acquaint themselves with their different names.	FRCR001	cas_curriculum_2025.org
COAS	COAS	FRCR	002	Discovering Worlds of French	3	This course aims at expanding learners' knowledge of French-speaking countries while developing their French vocabulary and pronunciation.	FRCR002	cas_curriculum_2025.org
COAS	COAS	FRCR	003	French at work	3	This course takes learners beyond the basic situations encountered in the other courses. Learners will expand their knowledge of French through hands-on approach and gain more independence by responding to job-related inquiries and interacting with their colleagues.	FRCR003	cas_curriculum_2025.org
COAS	COAS	FRCR	004	La Francophonie (people, places, travels and events)	3	This course aims at sharpening learners French as they discover the French-speaking world and improve their language skills as they journey through the Worlds of French.	FRCR004	cas_curriculum_2025.org
COAS	COAS	FRCR	005	Traditions and celebrations	3	This course aims at enabling learners to discover traditions and festivals in the French-speaking world and apply French language structures effectively.	FRCR005	cas_curriculum_2025.org
COAS	COAS	FRCR	006	Francophone media	3	This course aims at enabling learners to discover the francophone media: cinema and television, print media and radio programs. Learners will be able to discuss genres and programs of interest through hands-on approach.	FRCR006	cas_curriculum_2025.org
COAS	COAS	FREN	101	Placeholder Entry for FREN 101	0	Placeholder support entry for a referenced course code that currently has no course-description definition in the six college curriculum files. Fill with the canonical definition.	FREN101	cas_curriculum_2025.org
COAS	COAS	FREN	102	Fundamentals of French	0	Placeholder support entry for a referenced course code that currently has no course-description definition in the six college curriculum files. Fill with the canonical definition.	FREN102	cas_curriculum_2025.org
COAS	COAS	FREN	201	Fundamentals of French I	3	French 201 is the first semester course of elementary French. The aim of the course is to build skills in speaking, understanding, writing and reading French through class activities, practice, and study. A variety of class activities are designed to help students acquire knowledge of the basic French vocabulary, foundational grammar concepts and structures along with the ability to use what they have learned in situations of communication. In this course, there is a possibility of using a multimedia approach that incorporates texts, songs, videos, and the internet and helps students acquire linguistic as well as cultural competence. By the end of this course, students will be able to create with the language to talk about familiar topics related to daily life and to express personal meaning.	FREN201	cas_curriculum_2025.org
COAS	COAS	FREN	202	Intermediate French	3	This course is a continuation and expansion of some of the key grammatical structures, vocabulary, and expressions from French 101. It is designed to improve students’ French language proficiency in speaking, reading, and writing with emphasis on oral proficiency. The aim is to advance greater familiarity and knowledge of the French language.	FREN202	cas_curriculum_2025.org
COAS	COAS	FREN	203	French for Specialization I	3	This course is based on a textbook that enhances the main skills of listening comprehension, reading, writing and oral skills. French for Specialization I covers the following grammatical content: present tense, the main rules concerning nouns and adjectives, possessive pronouns, numbers, negation, prepositions, demonstrative, relative and personal pronoun.	FREN203	cas_curriculum_2025.org
COAS	COAS	FREN	204	French for Specialization II	3	This course focuses on the basic skills in French: Listening comprehension, reading, writing and oral skills. French for Specialization II covers the following grammatical content: present tense, past tense (passé composé/imparfait), future, conditionnel, imperative, indirect speech, systematization of the subjunctive, comparison and conditional clauses.	FREN204	cas_curriculum_2025.org
COAS	COAS	FREN	301	Literary theory and criticism in French Literature	3	This course delves into the exploration of various literary theories and critical approaches applied to French literature. It likely covers different movements, key figures, and methodologies that have shaped the interpretation and analysis of French literary works throughout history. Students might study structuralism, post-structuralism, psychoanalysis, feminism, and other theoretical frameworks within the context of French literature.	FREN301	cas_curriculum_2025.org
COAS	COAS	FREN	302	Introduction to French Poetry	3	This course offers an exploration of the rich tradition and diverse styles of French poetry, from classic to contemporary works. Students delve into key movements, poetic forms, and influential poets, enhancing their understanding of French language, culture, and literary expression. Through close reading, analysis, and discussion, participants develop critical thinking skills and deepen their appreciation for the beauty and complexity of French verse.	FREN302	cas_curriculum_2025.org
COAS	COAS	FREN	303	French Grammar and Vocabulary	3	This course provides a comprehensive overview of French grammar and vocabulary, designed to help learners develop a strong foundation in the language. Through a combination of lectures, exercises, and practice sessions, students will explore essential grammar rules, verb conjugations, sentence structure, and common vocabulary used in everyday communication. Emphasis will be placed on building practical language skills for effective reading, writing, speaking, and listening in French. By the end of the course, students will have acquired the necessary tools to navigate various linguistic contexts with confidence and fluency	FREN303	cas_curriculum_2025.org
COAS	COAS	FREN	304	Advanced French Grammar	3	This course aims at enhancing learners' comprehension of the complexities of the French language. Through thorough study, students will delve into intricate grammatical structures, nuanced vocabulary usage, and idiomatic expressions. Topics may include advanced verb conjugations, subjunctive mood, relative pronouns, and stylistic elements. The focus will be on practical application through exercises, discussions, and written assignments to improve learners' proficiency in French.	FREN304	cas_curriculum_2025.org
COAS	COAS	FREN	305	French Stylistics and Composition	3	This course delves into the intricate nuances of the French language, focusing on its stylistic elements and composition techniques. Students typically explore various literary works, analyzing linguistic structures, rhetorical devices, and cultural contexts to enhance their understanding and mastery of French writing. The course often emphasizes practical writing exercises to develop students' composition skills, allowing them to express themselves effectively and creatively in French.	FREN305	cas_curriculum_2025.org
COAS	COAS	FREN	306	Business French and Professional Communication	3	This course is designed to develop language skills specifically tailored for business contexts within the French-speaking world. The course covers vocabulary, grammar, and cultural nuances essential for effective communication in various professional settings. Topics include business etiquette, correspondence, presentations, negotiations, and cross-cultural communication strategies. Students will engage in practical exercises, role-plays, and case studies to enhance their ability to communicate confidently and effectively in French within the business environment.	FREN306	cas_curriculum_2025.org
COAS	COAS	FREN	307	French Phonetics and Pronunciation	3	This course will enable learners to delve into the complexities of French sounds, with a focus on accurate pronunciation, intonation, and rhythm. Through various exercises and practice, students will enhance your ability to produce authentic French sounds, including vowels, consonants, and liaisons. Additionally, learners will learn about phonetic symbols and patterns to improve your listening comprehension and speaking skills. This course is essential for anyone striving for fluency and precision in spoken French.	FREN307	cas_curriculum_2025.org
COAS	COAS	FREN	308	French Semantics and Pragmatics	3	This course provides an in-depth exploration of semantics and pragmatics within the context of the French language. It is designed for students who have an intermediate to advanced proficiency in French and wish to deepen their understanding of meaning in language.	FREN308	cas_curriculum_2025.org
COAS	COAS	FREN	309	French Culture and Society	3	This course explores different facets of French history, art, literature, philosophy, politics, cuisine, and social customs. It delves into France's rich cultural heritage, examining how historical events and societal norms have influenced modern French identity. Topics may include the French Revolution, Enlightenment thinkers, impressionist art, existentialist philosophy, culinary traditions, and contemporary social issues.	FREN309	cas_curriculum_2025.org
COAS	COAS	FREN	310	French Phonology and Syntax	3	This course delves into the intricate world of French phonology and syntax, providing students with a comprehensive understanding of the sound system and sentence structure of the French language. Through a combination of theoretical study, practical exercises, and authentic language examples, students will develop the skills necessary to comprehend and produce spoken and written French with accuracy and fluency.	FREN310	cas_curriculum_2025.org
COAS	COAS	FREN	311	Intermediate French Writing	3	This course focuses on improving learners written French language skills. The course uses a structured curriculum to help students enhance your grammar, expand their vocabulary, and develop a better understanding of sentence structure. With an emphasis on practical application, the course includes various writing assignments, from formal compositions to informal reflections, to help learners express their thoughts and ideas clearly and accurately. Cultural insights and feedback are also provided to enrich learners learning experience and help them communicate effectively in different situations.	FREN311	cas_curriculum_2025.org
COAS	COAS	FREN	312	French-English Translation	3	The course aims to help students become proficient in translating between French and English, with a focus on grammar, vocabulary, and cultural nuances. Topics may include idiomatic expressions, specialized terminology, and practical translation techniques. Students will participate in exercises, readings, and projects to improve their skills in both written and oral translation.	FREN312	cas_curriculum_2025.org
COAS	COAS	FREN	401	Introduction to Francophone African Drama and Prose	3	This course is a comprehensive exploration of the rich literary traditions of African authors who write in French. It delves into various themes, styles, and historical contexts of Francophone African literature, focusing particularly on drama and prose forms. Students will analyze works by prominent writers from different regions of Africa, examining their cultural, social, and political significance within the context of colonialism, post-colonialism, and globalization. Through readings, discussions, and critical analysis, students will gain a deeper understanding of the diverse voices and narratives shaping contemporary African literature.	FREN401	cas_curriculum_2025.org
COAS	COAS	FREN	402	French African-Caribbean Literature	3	This course explores the rich literary traditions of French-speaking Africa and the Caribbean, examining themes such as colonialism, identity, diaspora, and cultural hybridity through the lens of literature. Students will study works by authors such as Aimé Césaire, Léopold Sédar Senghor, Maryse Condé, and many others, gaining insight into the historical, social, and political contexts that shape these diverse literary landscapes.	FREN402	cas_curriculum_2025.org
COAS	COAS	FREN	403	French Political and Social Thought	3	This course explores the evolution of French political and social thought, examining key thinkers and their ideas from different historical periods. Topics may include Rousseau's social contract theory, Montesquieu's separation of powers, existentialism, feminism, post-colonialism, and contemporary debates in French political philosophy.	FREN403	cas_curriculum_2025.org
COAS	COAS	FREN	404	French Dialectology	3	French dialectology is the study of regional variations and dialects within the French language. It examines the linguistic differences, including phonological, grammatical, and lexical aspects, across different regions where French is spoken. This course typically delves into the historical, social, and cultural factors that have shaped these linguistic variations, offering insights into the rich diversity of the French language. Students might explore various dialects spoken in France, Canada, Africa, and other francophone regions, as well as the impact of globalization and standardization on these dialects.	FREN404	cas_curriculum_2025.org
COAS	COAS	FREN	405	French Language Teaching Methodology	3	This is a thorough course created to provide educators with the necessary skills and knowledge to effectively teach French as a second language. The course covers theoretical frameworks and practical applications, focusing on various aspects of language teaching such as curriculum development, lesson planning, instructional strategies, assessment techniques, and classroom management. Emphasis is placed on communicative approaches to language teaching, integrating cultural components into instruction, and utilizing technology to enhance learning outcomes. By the end of the course, participants will be prepared to design engaging and culturally relevant French language lessons that cater to diverse learner needs and promote proficiency in both oral and written communication.	FREN405	cas_curriculum_2025.org
COAS	COAS	FREN	406	Francophone Literature	3	Francophone literature encompasses literary works created in French-speaking regions worldwide, not limited to France. It explores the diverse literary traditions of Africa, the Caribbean, Canada, and other regions, examining unique themes, styles, and cultural contexts. Students typically analyze a range of texts, such as novels, poems, plays, and essays, to gain a deeper understanding of the Francophone literary landscape and its importance.	FREN406	cas_curriculum_2025.org
COAS	COAS	FREN	407	French Phonetics for Non-Native Speakers	3	This is a course designed to help learners master the sounds of the French language. Through a combination of theoretical explanations and practical exercises, students will develop their ability to pronounce French words accurately and improve their overall speaking proficiency. Topics covered may include pronunciation of vowels, consonants, liaison, intonation, and rhythm. By the end of the course, students should feel more confident in their French pronunciation and be better equipped to communicate effectively in French-speaking environments	FREN407	cas_curriculum_2025.org
COAS	COAS	FREN	408	French Cultural Studies	3	This course explores various aspects of French culture, including literature, art, film, history, language, and society. It delves into the rich heritage of France, from its iconic landmarks like the Eiffel Tower to its renowned artists like Monet and Renoir. Students might analyze literary works by authors such as Victor Hugo or delve into the impact of French cinema on global culture. Discussions may also cover topics like cuisine, fashion, philosophy, and current events, providing a comprehensive understanding of French culture and its significance in the world.	FREN408	cas_curriculum_2025.org
COAS	COAS	FREN	409	French Research Methods	3	This course typically covers methodologies and techniques used in academic research within the French context. The course includes topics such as qualitative and quantitative research methods, data collection and analysis, literature review techniques, and ethical considerations specific to research conducted in French-speaking countries or within the French academic tradition. Additionally, the course may explore French-language research resources and scholarly communication norms.	FREN409	cas_curriculum_2025.org
COAS	COAS	FREN	410	Internship	2	The internship for students pursuing a BA in French Studies provides an opportunity to apply language skills and cultural knowledge in a professional setting. Students will gain practical insight into fields such as translation, interpretation, cultural exchange, education, or international business through hands-on experience. The internship typically lasts a semester or a summer, and students may be placed in various organizations, including multinational corporations, non-profit organizations, or government agencies. Responsibilities may include assisting with translation tasks, conducting research, organizing cultural events, or supporting communication initiatives. The internship aims to enhance students' linguistic proficiency, cultural competence, and professional development within the context of French language and culture.	FREN410	cas_curriculum_2025.org
COAS	COAS	FREN	411	French Language Proficiency	3	This is an advanced course focusing on refining French language skills to achieve higher proficiency levels. It typically includes intensive practice in speaking, listening, reading, and writing, with an emphasis on advanced grammar, vocabulary expansion, and cultural nuances. Students can expect to engage in discussions, debates, and analysis of complex texts to enhance their linguistic and communicative abilities in French.	FREN411	cas_curriculum_2025.org
COAS	COAS	FREN	412	French Capstone Project	4	This Capstone Project involves integrating language skills, cultural knowledge, and critical thinking acquired throughout your French studies. It includes a research component, presentation, or creative project, demonstrating proficiency and understanding of French language and culture. Under the direction and supervision of a qualified faculty, each student is expected to focus on a research topic of their interest. Such a topic is to be decided upon with the assistance of the supervisor, who oversees the writing. Topics range from literature analysis to sociopolitical issues in French-speaking countries.	FREN412	cas_curriculum_2025.org
COED	COED	GCED	102	Biology of Human Behavior	3	This course will provide an understanding of the basic concepts; growth and development of human (nature and nurture), descriptive analysis of basic theories, patterns and stages of human physical, social, emotional, moral, intellectual, cognitive, and personality. Students will learn the development of human from conception till birth and through elder adulthood in a multicultural context, growth and development of human throughout life span. Understanding human behavior through their biological make-up will help students to identify their patient's problem and dealing with the problem appropriately. The course will be taught from perspective of cognitive science and behavioral systems as well as sociological, cultural, life-span develop and comparative approaches. It will also focus on normative development; developmental disorders are used to elucidate normative developmental and adaptive processes in language, cognition and behavioral self-regulation that will serve to introduce students to behaviors and concepts relevant to clinical practice with both children and adults. (psyc101)	GCED102	ced_curriculum_2025.org
COED	COED	GCED	202	Introduction to Guidance and Counseling	3	This course provides an understanding of the basic concepts; development and history of guidance, roles and functions of counselor, and basic guidance services will be explored. Students learn about what is to be accomplished in the counseling process, principles, techniques, types of counseling and the steps involved. In this course, students will be able to share confidentiality rules with the client, explain what cannot be kept confidential and other ethical issues in counseling (gced102)	GCED202	ced_curriculum_2025.org
COED	COED	GCED	203	Method of Psychotherapy	3	The course is to enable the students to perform psychodynamic and cognitive behavioral psychotherapy under supervision, and to apply psychotherapeutic methods based in relevant theories and treatment. It covers the scientific and philosophical origins, fundamental principles, and treatment implications of the primary systems of psychotherapy. This will enable the students to conduct therapy taking into account a societal perspective on the client, and ethical and legal considerations. The students are also to actively and critically reflect on their own role and the applicability of the method for solving different problems.	GCED203	ced_curriculum_2025.org
COED	COED	GCED	204	Grief Counseling	3	This course will focus on working with children, adolescents and adults suffering from grief and loss. Students will learn best methods of working with and talking to their patient about loss and how to provide therapeutic interventions. Students will study attachment theory. Students will examine many models of grief and loss as well as learn accompanying effective interventions to use with clients in mental health counseling and therapy sessions. It will also focus on tools and criteria for comprehensive assessments of clients experiencing various types of grief reactions. Students will study grief therapies and learn when to refer clients for counseling. Other important study in this course will include; counseling in groups, grief as a social phenomenon, assessing at-risk bereaved, funeral rituals, and much more. Issues of the counselor's own grief and burn-out syndromes will also be addressed. Special situations of grief and loss and mourning will also be explored, such as sudden death, violent death, suicide, child death, aged death and more. Interventions for working with special situations will also be presented (gced102, educ203).	GCED204	ced_curriculum_2025.org
COED	COED	GCED	205	Career Development Counseling	3	This course provides the preparation needed to assist in the promotion of students' vocational and career development. The course will explore career development theories and appropriate assessment strategies that can be used to evaluate a student's academic, career, and vocational interest as well as the decision-making processes in making career choices. Skills in interpreting data to determine an individual's talents, strengths and needs, and frameworks to enable recognizing uniqueness in cultures, values and traditions and their connection with career choices and decision-making will be included. Course focus will include exploration of the central role of entrepreneurship and self-employment in the Liberian economy and the implication of this knowledge for vocational and career counseling.	GCED205	ced_curriculum_2025.org
COED	COED	GCED	206	Crisis Intervention and Conflict Resolution	3	This course examines the issues surrounding psychological and emotional crisis, with an emphasis on trauma. The course will be organized in modules focusing on: (1) Crisis situations that can arise for children, adolescents and teachers in a school setting pertaining to issues such as loss due to death, violence, suicide, and separation such as in divorce; the impact of these events on the learner, educators, and school environment; (2) Triggers of abuse including the structural causes of gender- based and domestic violence and (3) Roles and responsibilities of the school guidance counselor during crises, disasters, and other trauma-causing events and the possible interventions and prevention approaches that can be implemented. The course reviews techniques and exercises that will better equip the students in conflict resolution and mediation with school-aged individuals, teachers, principals and families.	GCED206	ced_curriculum_2025.org
COED	COED	GCED	207	Expressive Art Therapies in Counseling	3	This course will teach students how to use art in therapeutic process to help clients heal and grow. The course will use a variety of art forms, such as dance movement, drawing, music, poetry, drama, and painting and so on. The course will provide students with alternate approaches to conventional models of school and clinical counseling programs. The use of the arts and music in assessing and interpreting clients' strength and needs, and in recognizing uniqueness in cultures, languages, values, backgrounds and abilities will be explored. African literary works and images reflected in the arts and media will also be analyzed for representation of historical, economic, and cultural factors and the creative opportunities they offer in guidance and counseling.	GCED207	ced_curriculum_2025.org
COED	COED	GCED	301	Abnormal Psychology (Psychopathology)	3	This course will be based on studying abnormal human behavior. It will focus on development of abnormal human behavior, patterns and characteristics which will include the major mental and personality disorders, types of personality disorders, with emphasis on the symptom and/or life circumstances and events described in the various diagnostic categories. In this course, students will learn how to diagnosis patient with abnormal behavior, provide treatment and helping such an individual to overcome their problem. Students will also learn how to make use of Diagnostic and Statistical Manual of Mental Disorders (DSM) in comparing the changes in the old and latest version of the manual (gced202, gced206, educ202).	GCED301	ced_curriculum_2025.org
COED	COED	GCED	302	Gender and Domestic Violence	3	The course will be based on domestic violence (DV) / intimate partner violence (IPV). This course presents updated information about domestic violence, including information about various types of abuse, scope of the problem, victims of abuse, perpetrators, role of health care providers, and victim resources. Risk factors and information about various populations including, spouses, children, adolescents and the elderly will be presented. Profile information on both victims and perpetrators of domestic violence will be provided. Theories that explain violence will be discussed. Issues relevant to assessment including signs and symptoms, specific injuries and patterns of injury known to be associated with abuse, screening methods and tools, and counseling roles will be discussed. Students from Liberia will be provided with Internet resources to obtain information on laws and domestic violence county-by-county. (Field experience required)	GCED302	ced_curriculum_2025.org
COED	COED	GCED	303	Theories and Techniques in Counseling and Psychotherapy	3	This course will be based on the use of theories and techniques in counseling. The course will focus on the study and analysis of the major affective, cognitive, and behavioral theories and therapeutic approaches to individual counseling. Emphasis will be laid on historical perspectives and practical application. It will also focus on the development and effective use of skills and techniques on the basic process of individual counseling. Students will learn different types of approaches used in counseling and how to apply them in counseling. Students will also examine how counselor's self-awareness, self-reflection and self-care impact both treatment and establishing a strong therapeutic alliance with their patient.	GCED303	ced_curriculum_2025.org
COED	COED	GCED	304	Personality and Adjustment	3	The course presents theories and perspectives on personality. The goal of this course is to explain and evaluate major concepts in personality. Some of the topics will include trait, psychodynamic, behavioral, and humanistic theories. Methods of personality research and relevant findings will also be introduced. The School Adjustment and Mental Health Counseling program trains mental health professionals and counselors to work within the school culture and in clinical settings serving the mental health needs of students and their families. The use of evidence-based counseling strategies when working with children and adolescents in school settings will be emphasized. A variety of topics/stressors experienced by youth, such as violence, trauma, death, divorce, poverty, neglect and abuse, alcohol and substance abuse will be explored. The critical role of the school counselor with respect to general educators, special educators, specialists, administrators, and parents will be examined. An introduction to the juvenile justice system will be provided. A systematic approach aimed at identifying effective strategies for partnering with families and community services will be emphasized. The course will also address the needs of families with children who have learning disorders, medical conditions, and physical disabilities. The needs of families with gifted children, foster children, and children in kinship care will also be studied.	GCED304	ced_curriculum_2025.org
COED	COED	GCED	305	ICT and E-Counseling	3	This course covers the media which incorporates technology supports counseling. The information and communication technology (ICT) plays a vital role in distance counseling (DC) setup. It does not only work for client/patient support services, but also to prepare, design and deliver activities on time. Also, it is used by learners for their necessity and enhancement of their skills. Counseling is the part of the support services to distance client/patient. Clients are heterogeneous in character and belong to different geographical, economic, cultural, and religious background; therefore, they need support services differently. In relation to different programmes it demands different types of support services to provide on time services to clients, therefore media and technology is the best method to be adapted in distance counseling across the globe. The detailed analysis of media and their use in counseling services will be discussed in this course.	GCED305	ced_curriculum_2025.org
COED	COED	GCED	306	Addiction and Mental Health Counseling	3	The primary focus of this course is on diagnosis, treatment and prevention of substance abuse disorders (drug and alcohol dependence and addiction). The effective use of interviewing skills and various screening and assessment tools will be presented to help students assess the severity of abuse and to develop an initial treatment plan. Treatment settings, effective interventions used with chemically dependent clients and comorbidity issues (the interface between addiction and psychopathology) will be discussed. Substance use as relating to issues of diversity will be examined. Other addictions such as gambling, gaming, sex, anorexia/bulimia will also be studied. Pharmacological, physiological, and medical aspects of addictions along with current evidence-based research and treatment care models will be reviewed. It will also examine the role of trauma in addiction and mental health issues. (Field experience required)	GCED306	ced_curriculum_2025.org
COED	COED	GCED	307	School Counseling Programs	3	This course will provide an explanation on the issues relevant to the role and function of school counselor including the use of data in planning, implementing, and evaluating a comprehensive school counseling program that is linked to school improvement plans and current education reform issues. Emphasis will be placed on developing competencies in the knowledge, use, and interpretation of individual and group approaches for assessment and evaluation in school settings. It will also provide school counselors with a combination of theory and practice for implementing a comprehensive school counseling program that is consistent with national and county developmental models to advance academic, personal/social, and career opportunities for all children in a pluralistic society. The history of school counseling, development of school counseling, and contemporary roles and functions of school counselors will be emphasized. Curriculum development and instruction, educational planning, and consultation and collaboration skills will be introduced. Practical strategies for planning, managing, and evaluating a comprehensive school program will be present utilizing national and county models (Field experience required).	GCED307	ced_curriculum_2025.org
COED	COED	GCED	309	Family and Group Counseling and Psychotherapy	3	This course focuses on Family and Group Counseling. This course provides students with an opportunity to learn about the processes of group counseling by participating in experiential activities that demonstrate the basic principles of group counseling. Students will examine the various types of groups and the different techniques appropriate to each. The course also teaches students to understand the specific roles of group leaders and members. Emphasis will be placed on the ethical guidelines related to group work. Topics to be treated include family, types of family, role of parents and children in a home, group therapy, a more in-depth examination of group dynamics, facilitation techniques, group process, methods for selecting group members, counseling theories for group application, and meeting the needs of population-specific groups (e.g., domestic violence survivors, addiction, etc.) as well as types of groups (e.g., psycho-educational). (Field experience required)	GCED309	ced_curriculum_2025.org
COED	COED	GCED	401	Pre-Secondary School Counseling	3	The course focuses on ethical, legal, philosophical, and sociological issues involved in the practice of professional school counseling. The primary roles of the school counselor will be presented in relationship to elementary through high school settings. School Counseling is designed to present school counselors-in-training with an impression of the various rudiments that makes up counseling professional role. Some of the topics for discussion in this course will include consultation, professional and ethical responsibilities, career guidance, culturally appropriate assessment, and the methods of intervention. In addition, students will be introduced to the components for developing and managing their own school counseling programs. This course will combine a mixture of theory with exposure to practitioners in the field and related areas to increase the students' understanding of the role and function of the professional school counselor in secondary school (gced301, gced302, gced303, gced306, educ302).	GCED401	ced_curriculum_2025.org
